accuracy,wpm,game_num,time,racers_num,points
0.97,97.57,1588,2021-07-02T16:17:56Z,4,79.68
0.97,100.16,1587,2021-07-02T16:15:34Z,4,83.47
0.98,110.44,1586,2021-07-02T16:14:53Z,5,110.44
0.98,119.55,1585,2021-07-02T15:29:10Z,5,85.68
0.99,119.29,1584,2021-07-02T15:28:36Z,5,93.44
0.97,102.59,1583,2021-07-02T15:28:04Z,4,198.35
0.97,107.64,1582,2021-07-02T15:26:38Z,5,93.28
0.99,118.36,1581,2021-07-02T15:24:29Z,5,100.61
0.97,97.64,1580,2021-07-02T15:22:24Z,5,149.72
0.99,128.19,1579,2021-07-02T15:21:07Z,5,70.51
0.98,105.46,1578,2021-07-02T15:11:33Z,4,172.25
0.99,114.42,1577,2021-07-02T03:30:56Z,5,53.4
0.98,105.57,1576,2021-07-02T03:25:51Z,3,70.38
0.98,113.13,1575,2021-07-02T02:05:38Z,5,111.24
0.99,122.69,1574,2021-07-02T02:04:51Z,5,71.57
0.97,103.2,1573,2021-07-02T00:43:24Z,4,122.12
0.98,106.54,1572,2021-07-02T00:33:38Z,5,94.11
0.97,101.27,1571,2021-07-01T21:05:19Z,5,160.34
0.97,110.01,1570,2021-07-01T21:03:24Z,4,150.35
0.98,111.36,1569,2021-07-01T21:01:22Z,5,141.05
0.98,116.76,1568,2021-07-01T20:59:42Z,5,58.38
0.97,113.24,1567,2021-07-01T20:59:10Z,5,56.62
0.99,121.76,1566,2021-07-01T20:58:29Z,5,83.2
0.97,104.95,1565,2021-07-01T19:13:03Z,5,173.16
0.99,127.03,1564,2021-07-01T19:11:12Z,5,44.46
0.97,103.71,1563,2021-07-01T19:10:44Z,5,58.77
0.98,114.27,1562,2021-07-01T19:10:08Z,5,161.88
0.96,113.96,1561,2021-07-01T19:09:13Z,4,113.96
0.97,100.76,1560,2021-07-01T19:07:37Z,4,83.96
0.99,119.66,1559,2021-07-01T19:06:54Z,5,103.7
0.99,117.81,1558,2021-07-01T19:06:16Z,5,84.43
0.96,106.47,1557,2021-07-01T19:05:38Z,5,65.65
0.96,98.3,1556,2021-07-01T19:05:00Z,5,77
0.98,108.94,1555,2021-07-01T19:03:52Z,5,157.96
0.98,112.25,1554,2021-07-01T19:01:47Z,5,78.58
0.97,109.13,1553,2021-07-01T19:01:09Z,5,109.13
0.97,104.45,1552,2021-07-01T18:58:44Z,5,52.23
0.98,109.57,1551,2021-07-01T18:58:10Z,5,164.36
0.98,106.13,1550,2021-07-01T18:54:43Z,3,79.6
0.98,114.8,1549,2021-07-01T17:02:00Z,4,93.75
0.97,92.32,1548,2021-07-01T17:01:19Z,4,20
0.97,108.49,1547,2021-07-01T17:00:57Z,5,144.65
0.97,102.79,1546,2021-07-01T17:00:04Z,5,131.91
1,133.26,1545,2021-07-01T16:58:57Z,5,104.39
0.99,107.33,1544,2021-07-01T16:53:09Z,5,46.51
0.98,120.11,1543,2021-07-01T16:42:54Z,5,94.09
0.99,112.77,1542,2021-07-01T16:25:27Z,4,92.09
0.98,113.43,1541,2021-07-01T03:43:14Z,5,107.76
0.98,115.21,1540,2021-07-01T03:42:18Z,5,44.16
0.97,105.58,1539,2021-07-01T03:41:46Z,4,73.9
0.98,108.35,1538,2021-07-01T03:41:05Z,4,86.68
0.96,103.82,1537,2021-07-01T03:40:21Z,4,74.4
0.99,115.39,1536,2021-07-01T03:38:57Z,5,103.85
0.99,117.05,1535,2021-07-01T03:38:14Z,5,103.4
0.97,101.49,1534,2021-07-01T03:36:15Z,5,69.35
0.98,111.43,1533,2021-07-01T03:34:54Z,5,113.29
0.99,121.9,1532,2021-07-01T03:10:05Z,5,65.01
0.97,109.26,1531,2021-07-01T03:09:35Z,5,94.69
0.98,107.78,1530,2021-07-01T03:08:07Z,5,97
0.98,108.29,1529,2021-07-01T03:05:07Z,5,68.58
0.97,104.49,1528,2021-07-01T03:04:30Z,5,71.4
0.98,124.81,1527,2021-07-01T03:02:52Z,5,68.64
0.98,113.97,1526,2021-07-01T03:02:19Z,5,70.28
0.98,106.75,1525,2021-07-01T03:01:37Z,4,96.08
0.98,108.13,1524,2021-07-01T03:00:40Z,4,90.11
0.99,110.05,1523,2021-07-01T02:23:08Z,4,102.72
0.98,110.37,1522,2021-07-01T02:20:03Z,2,108.53
0.99,119.73,1521,2021-07-01T02:19:12Z,4,155.64
0.97,110.18,1520,2021-07-01T02:18:21Z,5,75.29
0.98,112.6,1519,2021-07-01T02:16:50Z,5,108.85
0.98,114.55,1518,2021-07-01T02:16:04Z,5,168.01
0.99,130.15,1517,2021-07-01T02:15:06Z,5,73.75
0.98,113.2,1516,2021-07-01T02:14:18Z,5,69.8
0.98,104.8,1515,2021-07-01T02:13:45Z,5,132.75
0.99,112.92,1514,2021-07-01T02:12:15Z,5,60.23
0.98,117.76,1513,2021-07-01T02:11:16Z,4,115.8
0.99,125.16,1512,2021-07-01T02:10:29Z,3,89.7
0.99,110.9,1511,2021-07-01T02:08:33Z,5,131.23
0.98,113.32,1510,2021-07-01T02:06:49Z,5,158.64
0.98,110.18,1509,2021-07-01T01:51:30Z,3,159.77
0.97,111.8,1508,2021-06-30T22:37:21Z,5,102.48
0.97,104.49,1507,2021-06-30T22:36:32Z,5,94.04
0.98,110.36,1506,2021-06-30T22:33:48Z,5,137.95
1,119.49,1505,2021-06-30T21:14:55Z,4,79.66
0.99,120.45,1504,2021-06-30T21:14:19Z,5,86.32
0.98,101.01,1503,2021-06-30T21:13:41Z,5,89.23
0.99,120.91,1502,2021-06-30T18:18:00Z,5,78.59
0.97,111.63,1501,2021-06-30T18:17:28Z,5,72.56
0.98,106.32,1500,2021-06-30T17:57:25Z,5,109.86
0.97,100.18,1499,2021-06-30T01:46:17Z,5,56.77
0.99,120.15,1498,2021-06-30T01:45:39Z,5,86.11
0.97,104.39,1497,2021-06-30T01:45:05Z,5,93.95
0.97,100.09,1496,2021-06-30T01:44:22Z,4,78.4
1,128.59,1495,2021-06-30T01:43:04Z,5,49.29
1,123.06,1494,2021-06-30T01:42:34Z,5,55.38
1,127.7,1493,2021-06-30T01:42:08Z,5,110.67
0.98,109.03,1492,2021-06-30T01:41:33Z,5,116.29
0.99,111.36,1491,2021-06-30T01:40:40Z,5,25.98
1,149.38,1490,2021-06-30T01:40:14Z,4,32.37
1,130.23,1489,2021-06-30T01:39:30Z,5,97.67
0.98,109.67,1488,2021-06-30T01:38:58Z,5,193.75
0.98,112.94,1487,2021-06-30T01:37:15Z,5,105.41
0.98,115.34,1486,2021-06-30T01:36:31Z,5,82.66
0.98,110.66,1485,2021-06-30T01:35:49Z,5,90.38
0.98,101.94,1484,2021-06-30T01:35:10Z,5,95.14
0.98,109.87,1483,2021-06-30T01:34:24Z,2,76.91
0.97,95.42,1482,2021-06-29T22:46:09Z,5,49.3
0.97,109.81,1481,2021-06-29T22:45:23Z,4,71.38
0.99,131.22,1480,2021-06-29T22:37:20Z,3,109.35
0.97,114.05,1479,2021-06-29T22:35:17Z,5,127.36
0.97,105.87,1478,2021-06-29T22:34:07Z,5,91.75
0.98,113.43,1477,2021-06-29T22:33:03Z,5,77.51
0.97,105.56,1476,2021-06-29T22:32:27Z,5,68.62
0.99,119.2,1475,2021-06-29T22:31:54Z,3,97.35
0.99,111.4,1474,2021-06-29T22:31:15Z,5,81.7
0.98,129.61,1473,2021-06-29T22:30:28Z,3,82.08
0.98,115.95,1472,2021-06-29T22:29:47Z,4,117.89
0.99,122.58,1471,2021-06-29T22:26:54Z,4,83.77
0.99,117.58,1470,2021-06-29T22:26:23Z,4,176.36
0.99,122.89,1469,2021-06-29T22:21:13Z,5,112.65
0.98,117.38,1468,2021-06-29T22:19:53Z,5,86.08
0.99,135.97,1467,2021-06-29T22:19:14Z,5,65.72
0.98,108.29,1466,2021-06-29T22:18:18Z,4,146.19
0.97,107.7,1465,2021-06-29T22:16:31Z,5,89.75
0.99,104.52,1464,2021-06-29T20:48:21Z,5,76.65
0.97,100.62,1463,2021-06-29T20:47:49Z,5,36.9
0.97,105.27,1462,2021-06-29T20:17:38Z,5,61.41
0.98,106.75,1461,2021-06-29T20:16:22Z,5,94.3
0.97,108.36,1460,2021-06-29T20:14:52Z,5,124.61
0.97,109.94,1459,2021-06-29T20:13:55Z,5,36.65
0.98,109.51,1458,2021-06-29T20:13:29Z,5,43.81
0.97,101.74,1457,2021-06-29T20:13:02Z,5,118.7
0.99,118.02,1456,2021-06-29T20:11:12Z,5,114.08
0.97,112.27,1455,2021-06-29T19:51:57Z,5,78.59
0.97,93.79,1454,2021-06-29T19:32:08Z,5,46.89
0.97,111.76,1453,2021-06-29T19:31:13Z,5,57.74
0.97,96.98,1452,2021-06-29T19:30:38Z,5,67.89
0.97,111.76,1451,2021-06-29T19:29:30Z,5,128.52
0.97,103.16,1450,2021-06-29T19:28:04Z,5,82.53
0.98,113.16,1449,2021-06-29T19:27:20Z,4,69.78
0.97,102.04,1448,2021-06-29T19:26:11Z,5,66.33
0.97,106.11,1447,2021-06-29T19:23:49Z,3,91.96
0.97,105.44,1446,2021-06-29T19:23:01Z,3,82.59
0.98,113.96,1445,2021-06-29T19:22:28Z,4,115.86
0.98,94.91,1444,2021-06-29T19:21:42Z,5,64.85
0.98,108.04,1443,2021-06-29T19:20:41Z,5,90.03
0.99,114.08,1442,2021-06-29T19:19:54Z,5,58.94
0.97,105.4,1441,2021-06-29T19:18:23Z,5,94.86
0.96,104.33,1440,2021-06-29T19:17:37Z,4,107.81
0.96,102.68,1439,2021-06-29T19:16:44Z,4,85.57
1,125.61,1438,2021-06-29T19:15:21Z,5,102.58
0.98,130.73,1437,2021-06-29T19:14:44Z,5,130.73
0.98,119.49,1436,2021-06-29T19:14:07Z,5,95.59
0.98,119.16,1435,2021-06-29T19:13:28Z,5,91.36
0.98,121.19,1434,2021-06-29T19:12:50Z,5,107.05
0.97,102.94,1433,2021-06-29T02:18:04Z,5,97.79
0.99,113.92,1432,2021-06-29T02:17:13Z,4,79.74
0.98,105.91,1431,2021-06-29T02:16:39Z,5,100.62
0.97,109.79,1430,2021-06-29T02:15:53Z,5,86
0.98,104.81,1429,2021-06-29T01:54:17Z,4,62.89
0.98,117.13,1428,2021-06-29T01:53:43Z,5,81.99
0.98,98.14,1427,2021-06-29T01:53:06Z,4,134.13
0.96,103.05,1426,2021-06-28T23:51:01Z,5,84.16
0.98,100.88,1425,2021-06-28T23:50:27Z,5,265.65
0.98,108.29,1424,2021-06-28T23:48:26Z,4,68.58
0.98,104.02,1423,2021-06-28T23:47:56Z,5,131.76
0.98,113.45,1422,2021-06-28T23:47:01Z,3,56.73
0.97,98.29,1421,2021-06-28T23:46:26Z,4,103.2
0.97,104.97,1420,2021-06-28T23:44:33Z,5,136.46
0.99,108.7,1419,2021-06-28T23:43:06Z,4,179.36
0.98,102.75,1418,2021-06-28T23:41:59Z,4,61.65
0.98,111.64,1417,2021-06-28T00:11:25Z,3,152.58
0.99,111.57,1416,2021-06-27T23:47:29Z,4,63.22
0.97,104.78,1415,2021-06-27T17:38:11Z,5,71.6
0.98,110.46,1414,2021-06-27T17:36:46Z,4,57.07
0.98,110.02,1413,2021-06-27T17:36:17Z,5,121.02
1,125.94,1412,2021-06-27T17:34:16Z,5,52.48
0.99,112.61,1411,2021-06-27T17:33:49Z,5,103.23
0.99,127.22,1410,2021-06-27T17:32:45Z,4,80.57
0.95,102.22,1409,2021-06-27T17:32:13Z,5,63.03
0.97,118.48,1408,2021-06-27T17:31:32Z,5,82.94
0.99,119.48,1407,2021-06-27T17:30:26Z,4,45.8
0.98,106.18,1406,2021-06-27T17:30:00Z,5,152.19
0.98,106.21,1405,2021-06-27T17:27:50Z,4,60.19
0.96,89.04,1404,2021-06-27T17:27:05Z,5,60.84
0.98,106.4,1403,2021-06-27T17:26:18Z,5,63.84
0.98,119.12,1402,2021-06-27T17:25:42Z,5,103.24
0.97,108.28,1401,2021-06-27T03:40:19Z,5,81.21
0.97,100.54,1400,2021-06-27T03:39:49Z,3,72.05
0.99,119.23,1399,2021-06-27T03:39:09Z,5,65.58
0.98,114.92,1398,2021-06-27T03:20:35Z,3,141.74
0.98,114.84,1397,2021-06-27T03:19:41Z,5,76.56
0.98,115.97,1396,2021-06-27T03:17:18Z,3,85.04
0.99,118.5,1395,2021-06-27T03:15:11Z,5,73.07
0.98,117.99,1394,2021-06-27T03:14:39Z,5,74.73
0.97,104.38,1393,2021-06-27T03:14:11Z,4,90.46
0.98,100.02,1392,2021-06-27T03:13:27Z,5,98.35
0.98,106.92,1391,2021-06-27T02:51:17Z,3,144.34
0.97,101.54,1390,2021-06-27T02:50:15Z,5,71.08
0.97,112.29,1389,2021-06-27T02:49:36Z,5,101.06
0.98,118.06,1388,2021-06-27T02:47:40Z,5,80.67
0.97,105.7,1387,2021-06-27T02:47:05Z,5,59.9
0.97,104.44,1386,2021-06-27T02:44:52Z,5,85.29
0.98,107.67,1385,2021-06-27T02:44:08Z,5,73.58
0.98,114.58,1384,2021-06-27T01:31:13Z,3,70.66
0.97,106.99,1383,2021-06-27T01:29:21Z,5,48.15
0.98,114.84,1382,2021-06-27T01:26:33Z,5,118.66
0.98,106.37,1381,2021-06-27T01:21:36Z,3,104.59
0.97,104.83,1380,2021-06-27T01:20:46Z,5,73.38
0.97,99.66,1379,2021-06-27T01:18:13Z,4,56.47
0.98,126.83,1378,2021-06-27T01:17:41Z,5,101.47
0.99,124.49,1377,2021-06-27T00:43:52Z,5,114.12
0.97,108.67,1376,2021-06-26T17:41:50Z,5,54.33
0.97,100.65,1375,2021-06-26T02:50:51Z,5,73.81
0.96,89.14,1374,2021-06-26T02:50:00Z,5,81.71
0.97,104.75,1373,2021-06-26T02:49:08Z,5,71.58
0.97,103.04,1372,2021-06-26T02:48:03Z,4,78.99
0.99,129.32,1371,2021-06-26T02:47:34Z,5,163.8
0.98,104.18,1370,2021-06-26T02:46:37Z,4,78.14
0.98,107.42,1369,2021-06-26T02:46:02Z,5,125.32
0.96,98.61,1368,2021-06-26T02:42:17Z,5,70.67
0.99,128.69,1367,2021-06-26T02:41:26Z,3,85.8
0.97,98.71,1366,2021-06-26T02:40:52Z,4,148.06
0.98,114.39,1365,2021-06-26T02:17:39Z,4,181.12
0.98,118.24,1364,2021-06-26T02:16:40Z,5,108.39
0.95,94.98,1363,2021-06-26T02:11:13Z,5,39.57
0.98,113.43,1362,2021-06-26T00:20:53Z,5,113.43
0.98,118.02,1361,2021-06-26T00:11:16Z,4,86.55
0.97,108.31,1360,2021-06-26T00:10:37Z,5,88.45
0.98,110.87,1359,2021-06-26T00:09:41Z,4,149.68
1,143.36,1358,2021-06-26T00:06:58Z,5,40.62
0.98,116.98,1357,2021-06-26T00:03:56Z,5,175.48
0.98,97.14,1356,2021-06-26T00:01:20Z,4,43.71
0.98,123.02,1355,2021-06-26T00:00:42Z,5,69.71
0.97,99.31,1354,2021-06-25T20:23:08Z,5,57.93
0.97,99.92,1353,2021-06-25T17:28:34Z,5,68.28
0.99,106.3,1352,2021-06-25T17:27:53Z,5,53.15
0.98,111.5,1351,2021-06-25T17:27:17Z,5,143.09
0.98,99.87,1350,2021-06-25T17:09:06Z,5,81.56
1,121.94,1349,2021-06-25T17:06:27Z,5,67.07
0.99,112.41,1348,2021-06-25T16:43:06Z,4,61.82
0.98,112.41,1347,2021-06-25T16:35:43Z,3,91.8
0.99,110.64,1346,2021-06-25T15:30:47Z,5,68.23
0.97,118.31,1345,2021-06-25T15:30:09Z,5,114.37
0.97,112.15,1344,2021-06-25T15:28:08Z,4,97.19
0.96,108,1343,2021-06-25T15:26:59Z,5,73.8
0.97,101.8,1342,2021-06-25T15:26:00Z,5,115.38
0.99,119.34,1341,2021-06-25T15:25:06Z,3,111.38
0.98,121.3,1340,2021-06-25T15:24:25Z,4,151.63
0.99,120.37,1339,2021-06-25T15:23:35Z,4,134.42
1,142.4,1338,2021-06-25T15:22:45Z,5,68.83
0.99,129.17,1337,2021-06-25T15:22:21Z,5,81.81
0.98,104.12,1336,2021-06-25T15:17:10Z,5,140.56
0.98,113.25,1335,2021-06-25T15:16:05Z,4,79.28
0.99,118.59,1334,2021-06-25T15:11:01Z,5,144.28
0.98,112.63,1333,2021-06-25T15:10:09Z,3,56.32
0.98,110.94,1332,2021-06-25T15:07:06Z,5,127.58
0.98,119.73,1331,2021-06-24T22:09:19Z,5,91.79
0.98,126.52,1330,2021-06-24T22:08:41Z,5,80.13
0.99,120.91,1329,2021-06-24T22:07:41Z,5,74.56
0.98,107.15,1328,2021-06-24T22:04:50Z,4,158.95
0.97,101.37,1327,2021-06-24T20:23:48Z,5,38.86
0.97,111.55,1326,2021-06-24T20:06:33Z,5,83.66
0.97,104.99,1325,2021-06-24T19:59:03Z,2,134.74
0.98,106.15,1324,2021-06-24T19:54:18Z,4,90.22
0.97,100.95,1323,2021-06-24T19:50:49Z,5,87.49
0.98,122.5,1322,2021-06-24T19:49:39Z,5,85.75
0.97,115.29,1321,2021-06-24T19:48:21Z,4,90.31
0.98,104.19,1320,2021-06-24T19:45:56Z,5,81.61
0.97,101.56,1319,2021-06-24T19:45:14Z,4,130.34
0.99,102.55,1318,2021-06-24T02:12:01Z,5,68.37
0.98,105.57,1317,2021-06-24T02:11:26Z,4,82.7
0.99,114.75,1316,2021-06-24T02:09:20Z,4,97.54
0.99,114.6,1315,2021-06-24T02:08:36Z,4,85.95
0.99,117.1,1314,2021-06-24T02:07:55Z,5,76.12
0.99,111.14,1313,2021-06-24T02:06:18Z,4,137.08
0.99,124.63,1312,2021-06-24T02:04:52Z,5,76.85
0.98,112.46,1311,2021-06-24T02:02:54Z,3,91.85
0.98,112.48,1310,2021-06-24T02:02:17Z,5,112.48
0.98,111.21,1309,2021-06-24T02:01:28Z,5,72.29
0.98,107.51,1308,2021-06-24T02:00:01Z,4,69.88
0.99,109.35,1307,2021-06-24T01:58:56Z,5,72.9
0.99,124.68,1306,2021-06-24T01:58:20Z,5,157.93
0.99,122.92,1305,2021-06-24T01:57:36Z,5,73.75
0.99,118.81,1304,2021-06-24T01:56:52Z,5,229.69
0.98,104.72,1303,2021-06-24T01:55:45Z,5,76.8
0.97,101.86,1302,2021-06-24T01:53:26Z,5,61.12
0.98,105.39,1301,2021-06-24T01:48:38Z,3,112.42
0.97,110.41,1300,2021-06-23T21:55:00Z,5,80.97
0.98,110.94,1299,2021-06-23T21:54:23Z,4,144.23
0.97,103.98,1298,2021-06-23T21:53:10Z,5,83.18
0.97,100.42,1297,2021-06-23T21:52:26Z,5,80.34
0.98,118.62,1296,2021-06-23T21:51:44Z,4,17.79
0.99,139.31,1295,2021-06-23T21:51:17Z,5,111.45
0.98,111.03,1294,2021-06-23T21:48:04Z,5,64.77
0.99,121.86,1293,2021-06-23T21:47:33Z,5,115.77
0.97,90.34,1292,2021-06-23T21:46:48Z,5,40.65
0.97,103.99,1291,2021-06-23T21:45:31Z,5,72.79
0.98,103.27,1290,2021-06-23T20:40:15Z,5,44.75
0.98,107.33,1289,2021-06-23T20:39:40Z,5,93.02
0.98,104.26,1288,2021-06-23T20:38:53Z,5,64.29
0.97,103.03,1287,2021-06-23T20:37:51Z,4,94.44
1,132.68,1286,2021-06-23T20:37:00Z,5,19.9
0.99,118.76,1285,2021-06-23T20:35:56Z,5,77.19
0.99,115.92,1284,2021-06-23T20:35:23Z,4,119.79
0.97,103.66,1283,2021-06-23T20:34:39Z,5,145.12
0.98,113.06,1282,2021-06-23T20:33:41Z,5,128.13
0.98,112.51,1281,2021-06-23T20:32:54Z,5,88.13
0.99,123.41,1280,2021-06-23T20:32:16Z,5,119.3
0.98,109.63,1279,2021-06-23T20:31:32Z,5,113.28
0.96,109.83,1278,2021-06-23T20:30:47Z,5,23.8
0.98,123.83,1277,2021-06-23T20:30:27Z,5,99.07
0.99,127.67,1276,2021-06-23T20:29:49Z,5,91.5
0.96,93.78,1275,2021-06-23T20:29:15Z,5,75.03
0.98,125.82,1274,2021-06-23T20:25:23Z,5,125.82
0.98,113.76,1273,2021-06-23T20:23:27Z,5,117.55
0.99,113.81,1272,2021-06-23T19:31:13Z,5,121.4
0.98,116.65,1271,2021-06-23T19:10:38Z,5,71.93
0.98,133.18,1270,2021-06-23T15:52:39Z,5,104.33
0.98,109.57,1269,2021-06-23T15:50:26Z,5,60.26
0.98,112.35,1268,2021-06-22T17:26:24Z,3,82.39
0.98,109.15,1267,2021-06-22T16:31:16Z,5,72.76
0.98,109.37,1266,2021-06-22T16:30:01Z,5,85.68
0.96,104.76,1265,2021-06-22T16:29:22Z,4,52.38
0.98,112.19,1264,2021-06-22T16:23:14Z,4,95.36
0.99,116.92,1263,2021-06-22T16:21:49Z,4,70.15
0.98,117.24,1262,2021-06-22T16:21:11Z,5,54.71
0.99,109.25,1261,2021-06-22T16:20:42Z,5,107.43
0.97,117.88,1260,2021-06-22T16:19:53Z,5,64.83
0.99,125.79,1259,2021-06-22T16:19:19Z,5,207.56
0.97,124.66,1258,2021-06-22T16:17:46Z,5,64.41
0.98,109.23,1257,2021-06-22T16:15:30Z,5,81.92
1,148.84,1256,2021-06-22T16:13:27Z,5,62.02
0.99,126.68,1255,2021-06-22T15:54:58Z,4,120.35
0.98,114.59,1254,2021-06-22T15:53:44Z,5,89.76
0.97,105.9,1253,2021-06-22T15:53:04Z,3,121.78
0.99,122.51,1252,2021-06-22T15:52:02Z,4,69.42
0.98,110.71,1251,2021-06-22T15:51:31Z,4,88.57
0.97,107.33,1250,2021-06-22T15:50:22Z,5,171.72
0.97,111.5,1249,2021-06-22T15:48:45Z,4,53.89
0.99,121.08,1248,2021-06-22T15:48:05Z,5,82.74
0.97,101.81,1247,2021-06-22T15:47:31Z,5,84.84
1,129.73,1246,2021-06-22T15:46:49Z,4,21.62
0.98,112.99,1245,2021-06-22T15:46:31Z,5,105.46
0.97,111.19,1244,2021-06-22T15:45:40Z,5,107.48
0.97,108.88,1243,2021-06-22T15:44:28Z,5,78.03
0.99,115.86,1242,2021-06-22T15:43:57Z,5,90.76
0.98,122.36,1241,2021-06-22T15:43:23Z,5,89.73
0.99,113.87,1240,2021-06-22T14:59:09Z,5,77.81
0.98,119.53,1239,2021-06-22T14:58:34Z,5,57.77
0.98,101.09,1238,2021-06-22T13:53:29Z,4,96.04
0.99,117.05,1237,2021-06-22T13:52:46Z,5,101.44
1,123.71,1236,2021-06-22T13:52:04Z,5,32.99
0.98,107.18,1235,2021-06-22T13:50:01Z,5,78.6
0.97,112.96,1234,2021-06-22T13:49:21Z,4,154.38
0.98,118.46,1233,2021-06-22T13:47:13Z,5,130.31
1,117.03,1232,2021-06-22T13:45:30Z,4,79.97
0.98,116.68,1231,2021-06-22T13:44:40Z,5,112.79
1,129.4,1230,2021-06-22T13:43:38Z,5,62.54
0.97,105.01,1229,2021-06-22T13:43:11Z,5,66.51
0.98,116.3,1228,2021-06-22T13:42:08Z,5,67.84
1,119.58,1227,2021-06-22T13:40:46Z,5,25.91
0.99,121.13,1226,2021-06-22T13:38:28Z,5,82.78
0.97,100.44,1225,2021-06-22T13:37:51Z,4,103.79
0.98,106.57,1224,2021-06-22T13:29:17Z,5,101.24
0.96,81.48,1223,2021-06-22T13:28:27Z,5,43.46
0.98,101.08,1222,2021-06-22T13:14:52Z,5,80.87
0.97,97.56,1221,2021-06-22T13:10:05Z,5,58.54
0.98,102.4,1220,2021-06-22T13:09:32Z,4,116.06
0.97,100.38,1219,2021-06-22T12:35:26Z,3,56.88
0.98,107.32,1218,2021-06-22T03:13:16Z,5,150.25
0.98,97.86,1217,2021-06-22T03:06:41Z,5,45.67
0.98,112.85,1216,2021-06-22T02:56:42Z,4,56.43
0.99,119.41,1215,2021-06-22T02:55:50Z,4,87.57
0.98,114.43,1214,2021-06-22T02:55:10Z,5,55.31
0.99,119.26,1213,2021-06-22T02:54:38Z,5,75.53
0.97,112.57,1212,2021-06-22T02:53:40Z,3,71.29
0.97,94.49,1211,2021-06-22T02:53:08Z,5,51.97
0.99,111.17,1210,2021-06-22T02:49:42Z,5,53.73
0.99,118.11,1209,2021-06-22T02:48:57Z,4,64.96
0.97,103.49,1208,2021-06-22T02:46:58Z,4,124.19
0.98,111.17,1207,2021-06-22T01:30:47Z,5,127.85
0.99,102.55,1206,2021-06-22T01:03:55Z,5,49.56
0.97,98.91,1205,2021-06-22T00:51:43Z,5,56.05
0.98,107.05,1204,2021-06-22T00:51:04Z,4,189.11
0.97,101.08,1203,2021-06-22T00:49:58Z,5,38.75
0.99,110.7,1202,2021-06-22T00:44:24Z,3,66.42
0.98,118.7,1201,2021-06-22T00:43:46Z,5,138.48
0.99,108.26,1200,2021-06-22T00:38:20Z,5,115.47
0.98,115.94,1199,2021-06-22T00:37:33Z,5,81.16
0.95,91.88,1198,2021-06-22T00:36:31Z,2,56.66
0.98,101.98,1197,2021-06-22T00:35:52Z,5,67.99
0.99,113.48,1196,2021-06-22T00:35:19Z,5,49.18
0.98,102.84,1195,2021-06-21T18:47:49Z,5,51.42
0.99,117.84,1194,2021-06-21T14:58:46Z,5,41.25
0.97,106.4,1193,2021-06-21T13:00:39Z,5,90.44
0.98,102.79,1192,2021-06-21T12:59:26Z,5,73.67
0.98,107.24,1191,2021-06-21T12:58:00Z,5,76.85
0.98,106.47,1190,2021-06-21T12:57:18Z,4,117.11
0.97,100.81,1189,2021-06-21T12:56:30Z,5,73.93
0.97,100.73,1188,2021-06-21T12:55:06Z,5,87.3
0.98,108.01,1187,2021-06-21T12:54:26Z,5,122.41
0.99,109.6,1186,2021-06-21T12:53:34Z,5,67.59
0.98,113.85,1185,2021-06-21T12:52:59Z,5,148
0.97,100.22,1184,2021-06-21T12:52:04Z,5,85.19
0.98,105.13,1183,2021-06-21T12:51:24Z,4,152.44
0.97,97.43,1182,2021-06-21T12:50:14Z,5,55.21
0.99,106.83,1181,2021-06-21T12:49:40Z,5,69.44
1,129.42,1180,2021-06-21T02:18:32Z,5,99.22
0.98,116.14,1179,2021-06-21T02:17:59Z,4,73.56
0.97,103.45,1178,2021-06-21T02:17:25Z,4,117.24
0.97,97.62,1177,2021-06-21T02:13:42Z,4,92.74
0.98,116.22,1176,2021-06-21T02:11:44Z,5,164.65
0.97,97.01,1175,2021-06-21T02:07:58Z,4,77.61
0.99,114.13,1174,2021-06-21T02:07:17Z,3,104.62
0.98,110.46,1173,2021-06-21T02:00:44Z,5,66.27
0.97,108.43,1172,2021-06-21T02:00:13Z,5,77.71
0.98,108.35,1171,2021-06-21T01:59:40Z,5,65.01
0.98,120.27,1170,2021-06-21T01:59:05Z,2,88.2
0.98,108.52,1169,2021-06-21T01:58:29Z,5,97.67
0.99,116.43,1168,2021-06-21T01:57:47Z,5,89.27
0.99,96.84,1167,2021-06-21T01:57:05Z,5,59.72
0.99,119.22,1166,2021-06-21T01:53:32Z,5,111.27
0.99,128.02,1165,2021-06-21T01:51:38Z,5,61.88
0.99,112.87,1164,2021-06-21T01:03:38Z,5,73.37
0.98,101.39,1163,2021-06-21T01:00:59Z,4,86.18
0.99,114.68,1162,2021-06-21T00:57:53Z,5,103.21
0.98,112.25,1161,2021-06-21T00:56:07Z,5,56.12
1,119.19,1160,2021-06-21T00:55:36Z,5,99.32
0.99,116.8,1159,2021-06-21T00:54:53Z,5,116.8
0.97,97.74,1158,2021-06-21T00:15:32Z,4,76.56
0.98,107.89,1157,2021-06-21T00:14:48Z,5,53.95
0.98,93.38,1156,2021-06-21T00:13:47Z,4,51.36
0.98,111.44,1155,2021-06-21T00:13:13Z,5,98.44
1,114.71,1154,2021-06-21T00:11:12Z,5,78.39
0.97,96.03,1153,2021-06-20T22:40:14Z,5,62.42
0.99,114.01,1152,2021-06-20T22:39:17Z,4,110.21
0.98,105.91,1151,2021-06-20T17:54:35Z,4,74.14
