accuracy,wpm,game_num,time,racers_num,points
0.99,116.35,250,2021-04-09T19:33:28Z,5,60.11
0.98,115.39,249,2021-04-08T23:50:58Z,5,80.77
0.97,115.06,248,2021-04-08T22:58:18Z,5,44.11
0.98,101.17,247,2021-04-08T22:47:23Z,5,99.49
0.99,113.23,246,2021-04-08T22:45:50Z,5,111.34
0.98,114.49,245,2021-04-08T22:44:28Z,5,97.32
0.99,115.1,244,2021-04-08T22:43:17Z,4,69.06
0.99,117.37,243,2021-04-08T20:20:35Z,5,74.33
0.98,103.36,242,2021-04-08T16:03:18Z,5,70.63
0.98,99.34,241,2021-04-07T17:06:25Z,5,114.24
0.98,105.36,240,2021-04-07T17:05:27Z,5,57.95
0.99,107.22,239,2021-04-07T16:26:53Z,5,78.63
0.99,114.18,238,2021-04-07T16:24:37Z,5,72.32
0.99,104.65,237,2021-04-07T16:23:42Z,4,193.6
0.98,111.12,236,2021-04-07T16:22:17Z,5,131.49
0.99,101.67,235,2021-04-07T16:01:51Z,4,79.64
0.98,99.36,234,2021-04-07T00:40:06Z,5,87.77
1,131.63,233,2021-04-07T00:37:33Z,4,63.62
0.98,112.21,232,2021-04-07T00:37:04Z,5,43.02
0.98,98.41,231,2021-04-06T23:34:50Z,4,111.53
0.98,112.06,230,2021-04-06T23:33:49Z,4,98.99
1,119.97,229,2021-04-06T23:33:04Z,4,111.97
0.99,106.32,228,2021-04-06T21:06:46Z,5,58.48
0.98,103.08,227,2021-04-06T21:06:07Z,5,54.98
0.98,95.88,226,2021-04-06T21:04:41Z,5,113.46
0.99,115.31,225,2021-04-06T21:03:35Z,5,38.44
0.99,107.37,224,2021-04-06T21:01:31Z,5,150.32
1,114.88,223,2021-04-06T21:00:00Z,5,99.56
0.98,100.6,222,2021-04-06T16:19:06Z,4,125.76
0.97,104.38,221,2021-04-06T16:10:35Z,5,73.07
0.98,96.62,220,2021-04-06T14:16:52Z,4,138.49
0.99,117.46,219,2021-04-06T14:15:44Z,5,115.51
0.99,106.76,218,2021-04-06T13:13:46Z,5,94.3
0.97,96.98,217,2021-04-06T02:50:21Z,5,50.11
0.99,114.57,216,2021-04-06T02:49:47Z,5,68.74
0.99,111.64,215,2021-04-06T02:49:16Z,3,78.15
0.97,98.67,214,2021-04-06T02:48:36Z,5,44.4
0.98,106,213,2021-04-06T01:22:21Z,5,72.43
0.98,111.04,212,2021-04-01T23:11:59Z,5,64.77
0.99,107,211,2021-04-01T22:47:19Z,5,139.1
0.98,106.56,210,2021-04-01T22:11:58Z,5,92.35
0.97,106.61,209,2021-04-01T22:11:14Z,5,79.96
0.99,116.94,208,2021-04-01T22:10:07Z,5,120.84
0.98,106.37,207,2021-04-01T21:50:01Z,4,170.19
0.98,105.53,206,2021-03-31T19:59:14Z,5,75.63
0.99,108.05,205,2021-03-31T19:58:37Z,5,228.7
0.99,113.88,204,2021-03-31T19:56:43Z,5,199.29
0.98,101.51,203,2021-03-31T00:25:03Z,4,82.9
0.99,103.15,202,2021-03-31T00:24:15Z,5,99.71
0.98,104.63,201,2021-03-29T23:01:24Z,4,54.06
0.96,94.67,200,2021-03-29T21:33:32Z,5,96.25
0.99,120.65,199,2021-03-29T20:21:57Z,5,60.33
0.97,105.78,198,2021-03-29T20:20:49Z,5,72.28
0.98,95.68,197,2021-03-28T23:43:23Z,5,73.35
0.99,103.07,196,2021-03-28T22:52:31Z,3,156.33
0.99,108.77,195,2021-03-28T22:51:21Z,5,103.33
0.98,106.5,194,2021-03-28T22:50:38Z,5,95.85
0.98,100.43,193,2021-03-28T22:49:52Z,4,45.2
0.97,102.79,192,2021-03-28T22:47:13Z,5,101.07
0.97,106.75,191,2021-03-28T22:42:43Z,5,103.19
0.98,102.02,190,2021-03-28T22:16:47Z,4,95.22
0.99,108.25,189,2021-03-28T22:15:57Z,4,102.84
0.97,97.41,188,2021-03-28T22:15:11Z,4,77.93
0.98,105.66,187,2021-03-28T22:12:35Z,4,126.79
1,117.03,186,2021-03-28T21:54:07Z,5,62.41
0.98,112.91,185,2021-03-28T18:24:42Z,5,73.39
0.99,108.15,184,2021-03-28T18:14:18Z,4,115.36
0.97,108.8,183,2021-03-28T18:13:24Z,5,79.79
0.98,93.76,182,2021-03-28T17:27:57Z,4,45.32
0.98,103.85,181,2021-03-28T01:31:49Z,3,155.77
0.98,109.78,180,2021-03-28T01:30:39Z,5,75.01
0.96,91.41,179,2021-03-28T01:29:31Z,5,70.08
0.98,100.55,178,2021-03-28T01:25:10Z,5,67.03
0.99,111.79,177,2021-03-28T01:24:09Z,4,89.44
0.98,106.99,176,2021-03-28T01:22:58Z,5,62.41
0.99,99.95,175,2021-03-28T01:22:22Z,5,128.27
0.98,97.6,174,2021-03-27T22:49:45Z,5,79.7
0.99,124.44,173,2021-03-27T22:30:55Z,5,60.14
0.98,105.52,172,2021-03-27T22:12:17Z,4,54.52
0.99,111.99,171,2021-03-27T19:40:03Z,5,44.8
0.96,101.19,170,2021-03-27T19:32:03Z,5,91.07
0.99,118.91,169,2021-03-27T19:16:20Z,5,126.83
0.99,113.99,168,2021-03-27T19:15:35Z,5,134.89
0.98,106.59,167,2021-03-27T19:14:38Z,4,108.36
0.97,98.28,166,2021-03-27T02:01:06Z,5,65.52
0.98,108.32,165,2021-03-27T01:59:38Z,5,64.99
0.98,105.35,164,2021-03-26T00:29:32Z,5,70.23
0.98,116.56,163,2021-03-26T00:28:13Z,5,83.54
0.98,104.34,162,2021-03-24T23:00:22Z,4,128.69
0.99,113.99,161,2021-03-24T22:59:27Z,5,83.6
0.98,102.28,160,2021-03-24T20:45:01Z,4,269.33
0.97,97.97,159,2021-03-24T20:43:02Z,5,127.35
0.99,115.4,158,2021-03-24T20:41:55Z,5,234.65
0.98,110.42,157,2021-03-24T20:40:35Z,5,88.33
0.99,105.56,156,2021-03-24T20:39:53Z,5,98.52
0.99,124.56,155,2021-03-23T20:01:54Z,5,97.57
0.98,104.57,154,2021-03-23T17:54:11Z,4,156.85
0.98,109.39,153,2021-03-23T17:53:03Z,5,83.87
0.97,104.47,152,2021-03-23T17:47:10Z,4,163.66
0.99,107.41,151,2021-03-23T13:31:42Z,5,121.73
0.98,106.93,150,2021-03-23T13:08:44Z,5,128.32
0.99,113.07,149,2021-03-23T13:07:52Z,4,81.04
0.99,110.16,148,2021-03-23T13:07:12Z,5,60.59
0.98,95.84,147,2021-03-22T22:54:02Z,3,129.39
0.97,101.8,146,2021-03-22T22:39:33Z,5,50.9
1,117.44,145,2021-03-22T22:07:09Z,5,103.74
0.99,105.45,144,2021-03-22T22:06:26Z,5,184.54
0.99,123.16,143,2021-03-22T19:35:14Z,5,131.37
0.99,118.46,142,2021-03-22T00:40:03Z,5,86.87
0.98,106.5,141,2021-03-21T23:03:04Z,5,216.54
0.97,102.65,140,2021-03-21T21:43:03Z,5,53.04
0.97,93.44,139,2021-03-21T20:47:26Z,5,56.06
0.97,105.23,138,2021-03-21T20:46:51Z,5,84.19
0.99,105.43,137,2021-03-21T20:46:10Z,5,47.44
0.98,102.61,136,2021-03-21T20:45:43Z,3,83.8
0.98,106.96,135,2021-03-21T20:17:37Z,5,64.18
0.97,108.18,134,2021-03-21T20:17:00Z,5,93.76
0.98,101.64,133,2021-03-21T19:59:31Z,5,113.5
0.98,101.11,132,2021-03-20T18:01:02Z,4,67.4
0.98,96.34,131,2021-03-20T17:59:22Z,5,59.41
0.97,97.74,130,2021-03-20T17:58:43Z,5,81.45
0.97,99.12,129,2021-03-20T17:57:56Z,5,61.12
0.99,112.84,128,2021-03-20T17:57:17Z,5,82.75
0.96,91.53,127,2021-03-20T17:56:42Z,5,90
0.98,94.73,126,2021-03-19T22:10:28Z,4,69.47
0.99,120.86,125,2021-03-16T23:42:58Z,5,64.46
0.99,102.65,124,2021-03-16T23:41:43Z,4,51.33
0.99,114.76,123,2021-03-16T23:41:11Z,5,105.2
1,118.14,122,2021-03-16T23:36:21Z,5,74.82
0.98,106.26,121,2021-03-16T23:35:52Z,5,70.84
1,126.4,120,2021-03-16T23:35:20Z,4,80.06
0.99,105.6,119,2021-03-16T23:34:26Z,5,42.24
0.98,101.32,118,2021-03-16T16:05:07Z,5,62.48
0.98,111.66,117,2021-03-16T16:03:28Z,3,154.47
0.98,111.55,116,2021-03-16T16:02:34Z,5,92.96
0.98,105.19,115,2021-03-16T16:01:56Z,5,68.37
1,113.03,114,2021-03-16T16:01:23Z,4,71.59
0.98,106.22,113,2021-03-16T16:00:46Z,5,84.97
0.97,100.57,112,2021-03-16T15:59:53Z,4,68.72
0.96,92.18,111,2021-03-16T15:59:18Z,5,53.77
0.99,121.48,110,2021-03-16T15:58:39Z,5,115.41
1,124.06,109,2021-03-16T15:55:43Z,5,99.25
0.98,113.51,108,2021-03-16T15:55:06Z,5,96.48
1,122.5,107,2021-03-15T21:19:51Z,4,106.16
0.99,109.81,106,2021-03-15T21:19:10Z,5,56.74
0.99,108.17,105,2021-03-15T21:18:29Z,5,104.57
0.98,107.76,104,2021-03-15T21:17:42Z,5,150.86
1,127.02,103,2021-03-15T21:15:41Z,5,93.15
0.99,119.91,102,2021-03-15T21:15:06Z,5,133.9
0.98,103.8,101,2021-03-15T21:14:20Z,4,183.38
0.98,106.05,100,2021-03-15T21:12:56Z,5,67.17
0.97,106.36,99,2021-03-15T21:12:16Z,5,65.59
0.98,105.7,98,2021-03-15T21:11:26Z,5,130.37
0.97,101.17,97,2021-03-15T21:10:26Z,5,65.76
0.98,118.66,96,2021-03-14T01:48:43Z,5,63.28
0.96,91.17,95,2021-03-14T01:46:53Z,5,62.3
0.99,107.31,94,2021-03-14T01:46:05Z,5,91.21
0.95,87.56,93,2021-03-14T01:45:20Z,4,89.01
0.98,95.52,92,2021-03-13T23:09:31Z,5,109.85
0.98,103.3,91,2021-03-13T22:52:44Z,4,103.3
0.98,99.54,90,2021-03-13T22:51:56Z,5,72.99
0.97,102.26,89,2021-03-13T22:50:18Z,4,197.7
0.98,106.16,88,2021-03-13T22:48:17Z,5,70.77
0.97,95.2,87,2021-03-13T22:47:35Z,5,74.57
0.97,102.69,86,2021-03-13T19:15:37Z,4,114.68
0.96,90.21,85,2021-03-12T22:35:14Z,5,58.63
0.97,99.36,84,2021-03-12T22:34:34Z,5,132.47
0.98,113.37,83,2021-03-12T22:33:32Z,5,85.03
1,112.98,82,2021-03-09T23:43:25Z,5,111.09
1,125.69,81,2021-03-09T23:42:39Z,4,127.78
1,120.83,80,2021-03-08T23:03:30Z,4,108.74
0.98,93.97,79,2021-03-08T00:07:03Z,5,86.14
0.98,104.26,78,2021-03-08T00:06:14Z,5,140.76
1,117.66,77,2021-03-08T00:05:13Z,4,84.33
0.97,101.34,76,2021-03-08T00:04:39Z,5,165.53
0.99,119.36,75,2021-03-08T00:03:27Z,5,41.78
0.98,101.21,74,2021-03-07T21:28:55Z,4,67.48
0.98,108.68,73,2021-03-07T21:28:14Z,5,65.21
0.99,106.21,72,2021-03-07T04:42:47Z,5,166.39
0.98,105.78,71,2021-03-07T04:41:39Z,5,119.89
0.98,102.19,70,2021-03-07T04:40:04Z,4,76.64
0.99,101.34,69,2021-03-07T04:39:22Z,5,64.18
0.98,102.89,68,2021-03-07T04:38:50Z,5,53.16
0.97,91.32,67,2021-03-06T19:44:06Z,4,103.5
0.97,97.74,66,2021-03-06T19:33:27Z,4,61.9
0.98,101.66,65,2021-03-06T03:56:58Z,4,72.85
0.97,97.79,64,2021-03-06T03:33:55Z,5,78.24
0.98,102.38,63,2021-03-06T03:33:13Z,5,92.14
0.98,99.93,62,2021-03-05T00:52:13Z,5,66.62
0.97,104.87,61,2021-03-05T00:51:27Z,5,87.39
0.99,107.89,60,2021-03-04T01:20:40Z,5,161.83
0.99,124.06,59,2021-03-04T01:17:35Z,5,47.56
0.98,88.61,58,2021-03-03T15:26:36Z,5,53.17
0.99,108.79,57,2021-03-03T00:59:08Z,5,145.05
0.98,103.91,56,2021-03-02T17:44:22Z,5,122.96
0.97,100.26,55,2021-03-02T16:53:22Z,5,75.19
0.98,99.65,54,2021-03-02T13:12:37Z,3,222.55
0.98,109.84,53,2021-03-02T13:10:55Z,5,104.34
0.97,102.26,52,2021-03-01T20:35:23Z,4,80.1
0.97,97.91,51,2021-03-01T18:29:02Z,4,119.12
0.99,104.59,50,2021-03-01T18:27:57Z,5,130.73
0.99,111.77,49,2021-03-01T18:26:54Z,4,72.65
0.99,122.77,48,2021-03-01T18:26:17Z,5,61.38
0.98,109.01,47,2021-03-01T18:25:49Z,5,107.19
0.97,106.79,46,2021-03-01T18:24:24Z,5,71.2
0.98,114.22,45,2021-03-01T18:22:45Z,5,81.86
0.98,91.43,44,2019-12-04T15:46:31Z,5,74.67
0.98,92.84,43,2019-11-30T22:06:09Z,4,72.72
0.97,92.49,42,2019-11-29T01:49:49Z,5,55.49
0.97,82.85,41,2019-11-22T18:58:59Z,5,63.52
0.97,92.76,40,2019-11-12T21:57:20Z,5,38.65
0.96,77,39,2019-11-12T21:53:49Z,4,85.98
0.98,96.53,38,2019-11-10T19:30:53Z,5,77.22
0.98,81.67,37,2019-11-10T19:30:13Z,4,42.2
0.98,90.4,36,2019-11-10T19:29:29Z,5,63.28
0.99,98.22,35,2019-11-10T19:28:50Z,5,81.85
0.97,86.24,34,2019-11-10T19:28:03Z,5,70.43
0.97,79.29,33,2019-11-10T19:26:20Z,4,89.86
0.97,84.53,32,2019-11-10T16:23:58Z,5,73.26
0.97,89.1,31,2019-11-10T16:22:45Z,5,62.37
0.99,94.92,30,2019-11-10T16:21:22Z,5,31.64
0.98,95.93,29,2019-11-10T16:20:56Z,4,81.54
0.99,100.09,28,2019-11-10T16:20:09Z,4,65.06
0.98,95.28,27,2019-11-10T16:18:44Z,3,111.16
0.96,74.59,26,2019-11-09T22:37:15Z,4,34.81
0.98,97.01,25,2019-11-09T21:31:05Z,4,77.61
0.99,97.03,24,2019-11-09T21:30:16Z,4,82.47
0.98,90.57,23,2019-11-09T21:24:09Z,4,90.57
0.97,77.57,22,2019-11-09T21:22:28Z,4,58.18
0.96,86.54,21,2019-11-08T01:26:16Z,5,96.63
0.97,91.89,20,2019-11-08T01:23:26Z,5,96.49
0.98,93.98,19,2019-11-08T01:22:15Z,5,103.38
0.96,69.06,18,2019-11-08T01:21:19Z,4,65.61
0.97,88.29,17,2019-11-08T01:20:05Z,4,85.34
0.98,106.99,16,2019-11-08T01:19:14Z,5,39.23
0.98,91.28,15,2019-11-08T01:18:10Z,4,167.35
0.99,95.09,14,2019-11-08T01:16:45Z,5,38.04
0.97,88.22,13,2019-11-08T01:15:44Z,4,57.34
0.97,78.44,12,2019-11-08T01:12:29Z,5,87.59
0.96,82.4,11,2019-11-08T01:08:06Z,5,45.32
0.98,99.85,10,2019-11-08T01:07:20Z,5,61.58
0.96,86.4,9,2019-11-06T00:26:16Z,5,74.88
0.97,88.33,8,2019-11-06T00:24:45Z,5,83.91
